name,x,y,z,w,h
ex_stage_i/lsu_i,615.2891127874566,375.1762882850345,0,605.3080694856958,807.0774259809277
issue_stage_i/i_scoreboard,1215.5711740435117,750.352576570069,0,488.11066555649035,650.8142207419871
csr_regfile_i,1440.6769470145325,45.02115459420414,0,469.43422082412144,625.912294432162
(i_cache_subsystem/i_nbdcache)_glue_logic,210.09872143961934,375.1762882850345,0,401.9042261845476,535.8723015793968
(i_cache_subsystem)_glue_logic,90.04230918840828,90.04230918840828,0,210.00795125089908,280.01060166786544
(root)_glue_logic,1710.8038745797573,1020.4795041352938,0,198.30260251658322,264.403470022111
(ex_stage_i)_glue_logic,930.4371949468856,1185.557070980709,0,174.90426901436683,233.20569201915578
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_0__i_ram/macro_mem_0,600.2820612560552,1725.8109261111588,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_0__i_ram/macro_mem_1,255.11987603382346,1500.705153140138,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_0__i_ram/macro_mem_2,1470.6910500773354,1440.6769470145325,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_0__i_ram/macro_mem_3,300.1410306280276,1665.7827199855533,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_0,675.3173189130621,1575.740410797145,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_2,720.3384735072663,1635.7686169227504,1,97.71,60.6
i_cache_subsystem/i_icache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_2,420.1974428792387,1410.6628439517297,1,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_1,345.16218522223176,930.4371949468856,1,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_3,525.2468035990483,1560.7333592657435,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_1,495.23270053624555,1470.6910500773354,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_3,690.3243704444635,1425.669895483131,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_0__i_ram/macro_mem_0,675.3173189130621,1485.6981016087366,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_0__i_ram/macro_mem_2,480.2256490048442,1350.6346378261242,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_1__i_ram/macro_mem_0,780.3666796328718,1215.5711740435117,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_1__i_ram/macro_mem_2,405.19039134783725,1215.5711740435117,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__tag_sram.genblk1_0__i_ram.macro_mem_0,375.1762882850345,1320.6205347633215,1,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__tag_sram.genblk1_0__i_ram.macro_mem_2,345.16218522223176,1800.8461837681657,1,97.71,60.6
i_cache_subsystem/i_icache/sram_block_3__data_sram/genblk1_0__i_ram/macro_mem_1,75.0352576570069,1395.6557924203285,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_3__data_sram/genblk1_0__i_ram/macro_mem_3,705.3314219758648,1155.5429679179063,1,97.71,60.6
i_cache_subsystem/i_icache/sram_block_3__data_sram/genblk1_1__i_ram/macro_mem_1,855.4019372898787,555.2609066618511,1,97.71,60.6
i_cache_subsystem/i_icache/sram_block_3__data_sram/genblk1_1__i_ram/macro_mem_3,975.4583495410898,1470.6910500773354,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_0__data_sram/genblk1_0__i_ram/macro_mem_0,345.16218522223176,1065.500658729498,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_0__data_sram/genblk1_0__i_ram/macro_mem_2,645.3032158502593,780.3666796328718,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_0,345.16218522223176,945.4442464782869,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_2,375.1762882850345,0.0,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_0,570.2679581932524,210.09872143961934,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_0,285.1339790966262,1155.5429679179063,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_2,645.3032158502593,1185.557070980709,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_0,525.2468035990483,1860.8743898937712,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_2,345.16218522223176,255.11987603382346,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_1__tag_sram.genblk1_0__i_ram.macro_mem_0,825.3878342270759,210.09872143961934,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_1__tag_sram.genblk1_0__i_ram.macro_mem_2,150.0705153140138,1110.5218133237022,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_2__data_sram/genblk1_0__i_ram/macro_mem_1,225.1057729710207,1305.61348323192,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_2__data_sram/genblk1_0__i_ram/macro_mem_3,75.0352576570069,450.2115459420414,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_2__data_sram/genblk1_1__i_ram/macro_mem_1,945.4442464782869,225.1057729710207,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_2__data_sram/genblk1_1__i_ram/macro_mem_3,795.3737311642732,1275.5993801691172,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_2__tag_sram.genblk1_0__i_ram.macro_mem_2,30.01410306280276,675.3173189130621,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_3__data_sram/genblk1_0__i_ram/macro_mem_1,90.04230918840828,975.4583495410898,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_3__data_sram/genblk1_0__i_ram/macro_mem_3,210.09872143961934,1245.5852771063146,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_3__data_sram/genblk1_1__i_ram/macro_mem_1,915.4301434154842,150.0705153140138,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_3__data_sram/genblk1_1__i_ram/macro_mem_3,645.3032158502593,45.02115459420414,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_3__tag_sram.genblk1_0__i_ram.macro_mem_1,1065.500658729498,285.1339790966262,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_0__i_ram/macro_mem_0,465.2185974734428,1080.5077102608993,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_0__i_ram/macro_mem_2,225.1057729710207,915.4301434154842,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_1__i_ram/macro_mem_0,1275.5993801691172,360.16923675363313,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__data_sram/genblk1_1__i_ram/macro_mem_2,345.16218522223176,135.06346378261242,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_4__tag_sram.genblk1_0__i_ram.macro_mem_2,45.02115459420414,1140.5359163865048,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_0__i_ram/macro_mem_1,60.02820612560552,900.4230918840829,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_0__i_ram/macro_mem_3,90.04230918840828,1335.627586294723,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_1__i_ram/macro_mem_1,1260.592328637716,675.3173189130621,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_5__data_sram/genblk1_1__i_ram/macro_mem_3,15.00705153140138,735.3455250386677,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_0__i_ram/macro_mem_0,150.0705153140138,975.4583495410898,1,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_0__i_ram/macro_mem_2,240.1128245024221,1050.4936071980967,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_1__i_ram/macro_mem_0,780.3666796328718,45.02115459420414,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__data_sram/genblk1_1__i_ram/macro_mem_2,585.2750097246538,315.148082159429,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__tag_sram.genblk1_0__i_ram.macro_mem_0,765.3596281014704,120.05641225121104,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_6__tag_sram.genblk1_0__i_ram.macro_mem_2,105.04936071980967,795.3737311642732,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_0__i_ram/macro_mem_1,1470.6910500773354,1755.8250291739614,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_0__i_ram/macro_mem_3,450.2115459420414,915.4301434154842,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_1__i_ram/macro_mem_1,30.01410306280276,570.2679581932524,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__data_sram/genblk1_1__i_ram/macro_mem_3,270.12692756522483,15.00705153140138,0,97.71,60.6
i_cache_subsystem/i_nbdcache/sram_block_7__tag_sram.genblk1_0__i_ram.macro_mem_2,45.02115459420414,1080.5077102608993,0,97.71,60.6
i_cache_subsystem/i_nbdcache/valid_dirty_sram/genblk1_0__i_ram/macro_mem_1,645.3032158502593,105.04936071980967,0,97.71,60.6
i_cache_subsystem/i_nbdcache/valid_dirty_sram/genblk1_0__i_ram/macro_mem_3,390.1833398164359,1440.6769470145325,0,97.71,60.6
i_cache_subsystem/i_nbdcache/i_miss_handler,225.1057729710207,0.0,1,584.9144789603861,779.8859719471815
i_frontend,1365.6416893575256,885.4160403526814,1,551.9415259789755,735.922034638634
ex_stage_i/i_mult,915.4301434154842,1260.592328637716,1,424.928011662858,566.570682217144
issue_stage_i/i_issue_read_operands,990.4654010724911,765.3596281014704,1,380.4138680240246,507.2184906986995
(i_cache_subsystem/i_icache)_glue_logic,660.3102673816608,1215.5711740435117,1,219.12237834449954,292.1631711259994
i_perf_counters,1680.7897715169547,315.148082159429,1,206.91388636882255,275.8851818250967
i_cache_subsystem/i_nbdcache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_nbdcache/sram_block_2__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_nbdcache/sram_block_4__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_nbdcache/sram_block_4__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_nbdcache/sram_block_5__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_nbdcache/sram_block_5__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_nbdcache/sram_block_7__tag_sram.genblk1_0__i_ram.macro_mem_1,480.2256490048442,780.3666796328718,1,97.71,424.2
i_cache_subsystem/i_icache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_icache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_icache/sram_block_1__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_icache/sram_block_1__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_icache/sram_block_3__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_icache/sram_block_3__tag_sram.genblk1_0__i_ram.macro_mem_1,705.3314219758648,930.4371949468856,1,195.42,181.8
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_1,285.1339790966262,1410.6628439517297,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_3,435.20449441064005,1275.5993801691172,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_0,495.23270053624555,1140.5359163865048,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_2,1110.5218133237022,1635.7686169227504,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_0,825.3878342270759,1110.5218133237022,1,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_2,405.19039134783725,1245.5852771063146,1,97.71,60.6
i_cache_subsystem/i_icache/sram_block_1__tag_sram.genblk1_0__i_ram.macro_mem_2,315.148082159429,1725.8109261111588,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_0__i_ram/macro_mem_1,735.3455250386677,1800.8461837681657,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_0__i_ram/macro_mem_3,690.3243704444635,1650.7756684541519,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_1__i_ram/macro_mem_1,525.2468035990483,1665.7827199855533,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_1__i_ram/macro_mem_3,390.1833398164359,1815.8532352995671,0,97.71,60.6
i_cache_subsystem/i_icache/sram_block_2__tag_sram.genblk1_0__i_ram.macro_mem_1,1155.5429679179063,1410.6628439517297,0,97.71,60.6
