name,x,y,z,w,h
sb7,356.79933925618803,11.035031111016124,1,112.33654792630935,374.4551597543645
sb9,272.1974340717311,11.035031111016124,1,86.07438643406063,286.91462144686875
sb3,397.2611199965805,11.035031111016124,0,75.57380498559009,251.9126832853003
sb0,172.88215407258593,11.035031111016124,0,69.96713514215084,233.22378380716947
sb2,308.9808711084515,308.9808711084515,1,46.272021784227235,154.2400726140908
sb8,11.035031111016124,143.4554044432096,1,93.81257911389069,312.7085970463023
sb5,128.74202962852144,14.713374814688166,1,89.71956308408997,299.06521028029994
sb1,11.035031111016124,11.035031111016124,0,84.9323260013524,283.1077533378413
sb4,99.31527999914512,11.035031111016124,0,75.35515908018508,251.18386360061692
sb6,334.72927703415576,7.356687407344083,0,63.128440500300655,210.4281350010022
p1,0.0,0.0,0,0.0,0.0
p10,235.41400146484375,0.0,0,0.0,0.0
p11,261.3095397949219,0.0,0,0.0,0.0
p12,287.205078125,0.0,0,0.0,0.0
p13,313.68914794921875,0.0,0,0.0,0.0
p14,339.5846862792969,0.0,0,0.0,0.0
p15,366.06878662109375,0.0,0,0.0,0.0
p16,391.9643249511719,0.0,0,0.0,0.0
p17,418.4483947753906,0.0,0,0.0,0.0
p18,444.34393310546875,0.0,0,0.0,0.0
p19,470.8280029296875,0.0,0,0.0,0.0
p2,25.895540237426758,0.0,0,0.0,0.0
p20,470.8280029296875,25.895540237426758,0,0.0,0.0
p21,470.8280029296875,51.791080474853516,0,0.0,0.0
p22,470.8280029296875,78.27515411376953,0,0.0,0.0
p23,470.8280029296875,104.17070007324219,0,0.0,0.0
p24,470.8280029296875,130.65476989746094,0,0.0,0.0
p25,470.8280029296875,156.55030822753906,0,0.0,0.0
p26,470.8280029296875,183.03439331054688,0,0.0,0.0
p27,470.8280029296875,208.929931640625,0,0.0,0.0
p28,470.8280029296875,235.41400146484375,0,0.0,0.0
p29,470.8280029296875,261.3095397949219,0,0.0,0.0
p3,51.791080474853516,0.0,0,0.0,0.0
p30,470.8280029296875,287.205078125,0,0.0,0.0
p31,470.8280029296875,313.68914794921875,0,0.0,0.0
p32,470.8280029296875,339.5846862792969,0,0.0,0.0
p33,470.8280029296875,366.06878662109375,0,0.0,0.0
p34,470.8280029296875,391.9643249511719,0,0.0,0.0
p35,470.8280029296875,418.4483947753906,0,0.0,0.0
p36,470.8280029296875,444.34393310546875,0,0.0,0.0
p37,444.34393310546875,470.8280029296875,0,0.0,0.0
p38,418.4483947753906,470.8280029296875,0,0.0,0.0
p39,391.9643249511719,470.8280029296875,0,0.0,0.0
p4,78.27515411376953,0.0,0,0.0,0.0
p40,366.06878662109375,470.8280029296875,0,0.0,0.0
p41,339.5846862792969,470.8280029296875,0,0.0,0.0
p42,313.68914794921875,470.8280029296875,0,0.0,0.0
p43,287.205078125,470.8280029296875,0,0.0,0.0
p44,261.3095397949219,470.8280029296875,0,0.0,0.0
p45,235.41400146484375,470.8280029296875,0,0.0,0.0
p46,208.929931640625,470.8280029296875,0,0.0,0.0
p47,183.03439331054688,470.8280029296875,0,0.0,0.0
p48,156.55030822753906,470.8280029296875,0,0.0,0.0
p49,130.65476989746094,470.8280029296875,0,0.0,0.0
p5,104.17070007324219,0.0,0,0.0,0.0
p50,104.17070007324219,470.8280029296875,0,0.0,0.0
p51,78.27515411376953,470.8280029296875,0,0.0,0.0
p52,51.791080474853516,470.8280029296875,0,0.0,0.0
p53,25.895540237426758,470.8280029296875,0,0.0,0.0
p54,0.0,470.8280029296875,0,0.0,0.0
p55,0.0,444.34393310546875,0,0.0,0.0
p56,0.0,418.4483947753906,0,0.0,0.0
p57,0.0,391.9643249511719,0,0.0,0.0
p58,0.0,366.06878662109375,0,0.0,0.0
p59,0.0,339.5846862792969,0,0.0,0.0
p6,130.65476989746094,0.0,0,0.0,0.0
p60,0.0,313.68914794921875,0,0.0,0.0
p61,0.0,287.205078125,0,0.0,0.0
p62,0.0,261.3095397949219,0,0.0,0.0
p63,0.0,235.41400146484375,0,0.0,0.0
p64,0.0,208.929931640625,0,0.0,0.0
p65,0.0,183.03439331054688,0,0.0,0.0
p66,0.0,156.55030822753906,0,0.0,0.0
p67,0.0,130.65476989746094,0,0.0,0.0
p68,0.0,104.17070007324219,0,0.0,0.0
p69,0.0,78.27515411376953,0,0.0,0.0
p7,156.55030822753906,0.0,0,0.0,0.0
p8,183.03439331054688,0.0,0,0.0,0.0
p9,208.929931640625,0.0,0,0.0,0.0
