320356.6655,255609.6516
319793.9713,258081.4779
314790.9585,252197.7708
324853.2536,249625.5504
323113.8667,249859.8034
313374.2933,249897.8315
319664.8827,254379.0624
309508.2536,245701.0508
319347.126,244996.7705
318617.2786,249767.0149
317129.4491,258163.6185
314119.0355,254444.4707
310641.9167,252740.812
313888.9929,251283.5754
305066.2799,247150.6819
307792.0365,248711.3549
302204.8147,247217.6113
302841.9831,248919.7489
300970.1976,249788.3106
304523.4455,246799.3023
300291.6546,245351.1924
301870.5082,248037.4971
293531.0501,244900.9397
285223.0367,245068.2633
286115.0724,247721.1033
295574.9538,237868.7841
289027.8421,245582.4032
278090.0611,242015.3678
288334.4043,246779.5277
273886.4049,234554.2553
281232.8733,243183.5909
266938.7873,247746.9624
272948.0297,240384.723
268853.6024,246875.3585
274952.2138,241794.8048
269856.5219,243242.9147
272734.5369,244824.8835
273859.9252,238606.5292
265924.2829,235848.7317
268688.1041,238900.1061
258432.176,231554.599
263205.1462,229215.1106
259082.5842,239724.5552
251055.9179,230892.9102
262180.7119,234742.8746
248123.2885,229657.7576
249819.6458,226366.0456
255082.4909,237120.3912
248065.3641,223065.2068
248100.1187,236618.4203
244901.0371,226939.5093
248442.7001,229654.7154
247007.8301,232278.654
242822.3787,221933.4907
240493.818,234505.5793
238502.8738,222710.785
241576.1767,227102.2695
240588.152,226373.6512
235995.5749,221311.3511
236046.8794,230138.4327
234170.1289,223415.0653
235787.0471,223577.8256
230219.6851,215775.9814
231873.0129,226046.6096
237245.0869,220287.6347
230928.0177,220721.155
226305.6509,217106.9647
220693.6044,217640.8792
225261.3568,213617.5066
223798.352,215444.3764
217709.6705,215549.3339
221534.3356,222195.124
225514.5691,212338.2415
228261.8405,217161.7252
224978.3547,211442.2995
222197.9837,214136.2099
215584.6727,213737.6754
217534.2423,220415.4091
218073.7667,215070.1799
219889.2828,213180.9441
210111.6447,210985.9624
220382.4676,208882.2481
217314.1296,203684.5679
213800.6013,200328.9687
214705.8768,208254.0239
210239.0784,209168.2194
213295.8315,207347.4341
212508.0597,204254.9893
211496.8653,208930.924
212565.9841,212750.466
204320.8601,200999.7843
208587.4056,196901.8766
210833.2172,199781.3641
208752.9039,203952.2857
209179.8894,206487.9991
201833.421,201113.8686
208938.2619,202738.4289
202103.1832,201684.29
206490.5425,197771.9595
201447.81,199877.1949
207038.3417,198818.4927
203387.4498,195291.0065
203850.845,193791.1784
204774.3254,203981.187
206824.849,207860.0529
206464.0627,206451.4922
202477.2093,198527.958
201653.0279,199128.802
194251.945,198931.0559
203326.2154,195389.8795
193138.1417,199420.8577
198745.2232,199892.4061
197310.3532,194985.2606
197479.1614,190392.9877
200656.7283,189644.5948
195625.5807,194282.5014
194516.7423,199572.9701
201755.6368,195888.8082
196979.3566,192533.2089
196790.6886,195286.4431
194518.3973,191082.0568
196931.3621,190642.452
196208.1346,202802.3161
195099.2962,192642.7299
193973.9079,191854.7877
196823.7882,188187.3581
197475.8514,189962.5096
195019.857,196778.6656
199711.7331,195090.2181
195182.0453,189562.4541
191402.0647,195271.2319
195695.09,190843.2404
192812.11,191462.3378
201581.8636,195841.6533
198543.3153,192143.8012
194629.2811,190475.1284
196297.5037,192603.1806
194078.1719,199483.2238
199304.6074,195009.5986
196269.369,188313.6114
196189.9298,193569.0943
191749.6111,191129.2116
198439.0514,189592.8765
196113.8006,189992.9321
191011.4888,196167.1738
190490.1693,193286.1653
190261.7816,187187.9797
192297.4104,192461.7161
191428.5445,184150.2954
192520.8331,193184.25
191734.7163,194369.2054
194096.3767,189565.4963
195071.1615,192671.6312
189467.3899,192578.8427
190551.4036,190564.8747
190488.5143,190233.2697
193517.1327,192779.631
190210.4772,196326.8918
192146.807,195779.2872
190740.0716,190111.5798
191004.8689,187831.4151
195014.8921,190329.1005
190179.0325,188934.2299
190177.3775,189773.8903
189315.1315,190814.339
195534.5567,191582.5065
192874.9994,183403.4236
188912.9707,189583.7498
197403.0322,195055.2323
193182.8262,190975.5781
189480.6298,191252.4227
191807.5355,193582.7844
191742.9912,196171.7372
190582.8483,189253.6659
193801.7897,186867.0226
191107.4778,193179.6866
189285.3418,188995.0749
193368.1843,187531.7537
191507.9836,185496.49
191968.0688,185519.3069
189973.8146,187289.895
192390.0894,188146.2878
189776.8717,186497.3895
188752.4374,181298.1882
188898.0759,185774.8557
188047.4147,188018.5134
189417.7404,188783.6387
193854.7492,189626.3413
192491.0434,187143.8672
187809.0972,184384.5485
191494.7438,182568.3266
190349.4957,185221.1666
191516.2586,187434.4018
191319.3156,184326.7458
190147.5878,186529.3331
191925.0393,183593.5641
189613.0284,185598.4053
190728.4868,189249.1026
190725.1768,186599.3048
190225.372,184124.4363
189771.9067,182294.5243
192562.2077,182232.1582
191602.3177,187928.7671
190745.0366,188718.2303
189263.827,188528.0899
188482.6752,180723.2034
188328.7618,180779.485
191378.895,192918.0533
188577.0092,188512.8786
188869.9411,182516.6084
195903.6178,194197.3184
188735.8875,180759.7104
186893.8917,184737.4492
195441.8776,187423.7539
196272.679,189547.2428
189917.5452,183293.9027
188618.3838,190268.2555
189685.8476,182025.2854
186695.2938,183665.0569
188970.8951,191212.8734
188707.7528,185551.2505
187982.8704,186588.6569
188375.1013,182784.3262
191491.4338,190116.1432
188772.2972,183368.4378
188077.2044,184364.7739
188265.8724,184717.6746
186993.1907,180056.9511
187089.1797,185367.1945
195829.1436,185475.1943
197742.3037,179097.122
195428.6378,180975.7099
192413.2592,182863.4246
190526.5789,179961.1203
193181.1712,184256.7741
197000.8714,183651.3668
190630.8428,186474.5727
188866.6312,181745.3986
187008.0856,182172.8344
186210.3839,177501.4631
188547.2195,177311.3226
189164.5281,183993.6197
191256.4263,178651.4327
188692.858,182394.9185
190246.8868,188388.1465
191814.1555,185446.2929
186387.467,184968.66
187026.2904,187099.7546
192452.9788,184492.5483
189280.3769,180061.5145
191176.9871,183899.31
189705.7074,177566.8714
190094.6284,183986.014
191476.539,181845.7928
186071.3653,183473.3953
191170.3672,181949.2292
189730.5322,188414.0056
187158.689,185135.9837
187622.0842,181620.6665
189139.7033,189766.2847
190192.2724,185808.3204
189987.0545,182168.271
191402.0647,181241.9066
188126.8539,181498.9765
186127.6347,185748.9966
190104.5583,180781.0061
190688.7672,181927.9335
190314.7411,177449.7449
187923.291,182375.1439
189983.7445,184002.7464
187166.9639,184048.3801
187605.5343,185031.0261
185568.2506,182029.8488
188679.6181,185245.5046
189987.0545,178453.6866
193813.3746,184236.9995
188676.3082,180700.3865
193752.1403,183331.9308
189551.794,186240.3196
188684.5831,183803.4792
191013.1438,185289.6172
188280.7673,181482.2442
188719.3377,186159.7
187999.4202,185523.8703
188313.8669,187251.8669
190627.5328,190414.2834
185852.9076,186231.1928
190680.4923,182343.2003
185904.2121,185283.5327
189386.2958,184290.2388
185579.8354,184039.2534
185824.7729,184667.4775
187253.023,185817.4472
187138.8292,182016.1587
185930.6918,182925.7907
197978.9662,187603.2466
189490.5597,183371.48
190963.4943,182825.3965
188231.1178,183017.0581
186794.5928,180458.5278
186903.8216,185853.9541
186822.7275,185861.5597
187708.1433,183058.1285
187723.0381,184923.0263
186922.0265,182437.51
187807.4422,180099.5426
190283.2964,188487.0195
185050.241,183946.4648
187931.5659,176826.0841
190253.5067,187264.0359
186013.4409,176690.7041
188555.4944,179883.543
185182.6396,178146.4196
184363.4231,183966.2394
190602.7081,177533.4067
188449.5755,178981.5166
185228.9791,175952.959
189513.7294,179556.5014
185591.4203,177772.2231
187708.1433,181317.9628
189780.1817,181537.0046
187138.8292,178732.0523
188712.7178,176646.5915
188716.0277,179650.8111
188934.4855,181133.9068
187161.9989,181559.8215
189399.5356,178260.5039
188646.5185,183207.1986
185008.8664,177776.7865
190654.0125,178147.9407
188780.5721,176121.8037
186127.6347,179945.9091
186675.434,178210.3068
186667.1591,179501.7409
184025.8066,179535.2057
188623.3487,177402.59
185960.4815,178105.3492
190035.049,184115.3096
190579.5383,181269.2868
189131.4284,178202.7012
187415.2113,183132.6636
185593.0753,176591.831
189856.3109,181182.5828
186349.4024,182460.3268
187218.2684,179973.2893
185894.2822,184275.0276
187069.3199,178482.588
186107.7749,184116.8307
186380.8471,182419.2565
186331.1976,181686.0748
184702.6946,178499.3203
188179.8133,178633.1792
187574.0897,176238.9303
186096.1901,177699.2092
185981.9962,177680.9557
190841.0256,177976.0537
188666.3783,177384.3365
186612.5447,176646.5915
192141.842,175212.1717
185808.2231,175695.8891
186566.2052,179691.8814
189695.7775,179062.1361
188282.4223,177749.4063
186377.5371,178937.404
186852.5172,180041.7399
188355.2415,180415.9364
186677.089,177988.2227
187779.3075,176521.8593
187003.1206,182061.7924
186248.4485,176984.281
187918.3261,182022.2432
186888.9268,174955.1017
185756.9186,180181.6833
184856.608,177335.6606
186114.3949,179516.9522
185573.2155,181978.1306
185046.931,176141.5784
191158.7823,178630.137
185037.0011,179369.4032
185498.7413,176540.1128
185189.2595,176870.1967
186124.3248,177551.6602
185588.1104,174912.5103
184745.7241,174903.3835
188740.8525,174979.4397
186948.5062,178141.8562
187938.1859,174629.5812
183544.2067,178003.4339
184775.5138,179212.7274
185975.3763,174930.7638
187229.8532,175519.4387
187671.7336,177676.3923
185124.7152,173278.8233
187180.2038,179436.3326
