net
"['(root)_glue_logic', 'i_perf_counters']"
"['(root)_glue_logic', '(ex_stage_i)_glue_logic']"
"['issue_stage_i/i_issue_read_operands', 'issue_stage_i/i_scoreboard', 'i_frontend', '(root)_glue_logic']"
"['(ex_stage_i)_glue_logic', 'issue_stage_i/i_issue_read_operands']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
"['i_cache_subsystem/i_nbdcache/i_miss_handler', 'ex_stage_i/lsu_i']"
