name,x,y,z,w,h
sb20,378.2192931887986,0.0,0,71.45208184510791,238.17360615035972
sb9,313.99337547749315,0.0,0,60.23952191045345,200.79840636817818
sb14,160.56479427826355,199.8139662129502,1,53.36290846646199,177.8763615548733
sb16,78.49834386937329,0.0,0,52.66687763670827,175.55625878902757
sb26,196.24585967343322,0.0,0,51.11751167652823,170.39170558842744
sb8,274.74420354280653,285.4485231613574,0,49.380157958435085,164.60052652811694
sb22,0.0,231.9269250686029,0,46.50483845794973,155.01612819316577
sb23,53.521598092754516,164.13290081778052,1,44.15880433163923,147.19601443879745
sb24,156.99668773874657,206.95017929198414,0,39.844698518121575,132.81566172707193
sb18,210.5182858315011,206.95017929198414,0,36.54586159881855,121.81953866272849
sb15,217.65449891053504,306.85716239845925,1,36.19944750959605,120.66482503198684
sb13,110.61130272502601,0.0,1,34.502173844556516,115.00724614852173
sb5,196.24585967343322,328.26580163556105,0,33.812719500211756,112.70906500070586
sb29,428.17278474203613,249.76745776618773,0,25.980762113533157,86.60254037844386
sb1,246.19935122667079,0.0,0,24.372115213907882,81.24038404635961
sb0,17.840532697584838,0.0,0,60.996721223357575,203.32240407785858
sb19,317.5614820170101,0.0,1,60.89334939055331,202.9778313018444
sb3,139.15615504116175,0.0,0,55.99642845753647,186.65476152512156
sb17,371.08308010976464,271.17609700328956,0,53.02452262868568,176.7484087622856
sb28,246.19935122667079,99.9069831064751,0,51.59941860137573,171.9980620045858
sb7,246.19935122667079,117.74751580405993,1,50.59248956119871,168.64163187066237
sb12,396.0598258863834,0.0,1,48.92851929090027,163.0950643030009
sb4,110.61130272502601,249.76745776618773,0,45.6683697979247,152.22789932641567
sb2,324.6976950960441,271.17609700328956,0,40.93653624819765,136.4551208273255
sb6,64.22591771130541,260.47177738473863,0,38.08936859544931,126.96456198483104
sb21,10.704319618550903,0.0,1,36.373066958946424,121.24355652982142
sb25,235.49503160811986,335.402014714595,0,35.199431813596085,117.33143937865363
sb11,281.8804166218405,0.0,1,33.97646244093107,113.25487480310358
sb10,271.17609700328956,3.5681065395169678,0,30.569592735265548,101.89864245088516
sb27,428.17278474203613,171.26911389681445,1,19.138965489283894,63.79655163094632
p1,0.0,0.0,0,0.0,0.0
p10,77.07109832763672,0.0,0,0.0,0.0
p100,456.7176208496094,396.2025451660156,0,0.0,0.0
