name,x,y,z,w,h
i_frontend,0.0,323.58565153546346,1,733.4500012100349,977.9333349467132
issue_stage_i/i_scoreboard,1412.010115791113,0.0,1,451.2954484930022,601.7272646573363
i_cache_subsystem/i_nbdcache/i_miss_handler,1250.2172900233813,1073.7160255494923,1,311.09103655361076,414.78804873814767
(ex_stage_i)_glue_logic,1470.8438706157428,647.1713030709269,0,280.5226663756424,374.0302218341899
csr_regfile_i,1529.6776254403726,0.0,0,239.43581613660058,319.24775484880075
(i_cache_subsystem)_glue_logic,0.0,0.0,0,205.93456312139546,274.5794174951939
i_cache_subsystem/i_icache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_icache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_icache/sram_block_1__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_icache/sram_block_1__tag_sram.genblk1_0__i_ram.macro_mem_1||i_cache_subsystem/i_icache/sram_block_3__tag_sram.genblk1_0__i_ram.macro_mem_0||i_cache_subsystem/i_icache/sram_block_3__tag_sram.genblk1_0__i_ram.macro_mem_1,1632.6366963834746,1117.8413416679646,0,206.47718324308863,172.06431936924054
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_0__i_ram/macro_mem_0,735.4219353078714,632.4628643647694,0,84.29395707878471,70.2449642323206
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_0__i_ram/macro_mem_1,1559.0945028526874,1161.9666577864368,1,84.29395707878471,70.2449642323206
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_0__i_ram/macro_mem_2,1220.8004126110666,1294.3426061418538,0,84.29395707878471,70.2449642323206
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_0,882.5063223694457,823.672567544816,0,84.29395707878471,70.2449642323206
i_cache_subsystem/i_icache/sram_block_0__data_sram/genblk1_1__i_ram/macro_mem_2,573.6291095401397,132.37594835541685,1,84.29395707878471,70.2449642323206
i_cache_subsystem/i_icache/sram_block_0__tag_sram.genblk1_0__i_ram.macro_mem_2,632.4628643647694,647.1713030709269,0,84.29395707878471,70.2449642323206
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_1,1412.010115791113,235.33501929851886,0,84.29395707878471,70.2449642323206
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_0__i_ram/macro_mem_3,1264.9257287295388,1676.7620125019469,0,84.29395707878471,70.2449642323206
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_1,29.416877412314857,911.9231997817606,0,84.29395707878471,70.2449642323206
i_cache_subsystem/i_icache/sram_block_1__data_sram/genblk1_1__i_ram/macro_mem_3,1147.2582190802793,1206.091973904909,0,84.29395707878471,70.2449642323206
i_cache_subsystem/i_icache/sram_block_2__data_sram/genblk1_0__i_ram/macro_mem_0,941.3400771940754,926.631638487918,0,84.29395707878471,70.2449642323206
